Nom de l'offre touristique;Type de restaurant;Catégorie du restaurant;Adresse1;Adresse2;Adresse3;Code postal;Cedex;Bureau distributeur;Commune;Code Insee de la Commune;latitude;longitude;Situation de l'offre;N° de téléphone mobile;N° de téléphone fixe;N° de fax;Adresse e-Mail;Url du site web;Url pour accéder à la vidéo;Type de plateforme/url;widget tripadvisor;Code Embed pour intégrer une video;Classement dans les guides restaurants;Label classement logis;Label tourisme handicap;Animal accepté: oui / non;Complément information animal accepté;Labels;Service(s) proposé(s) sur l'équipement;Nombre max couverts;Nombre salles restaurant;Nombre max couverts en terrasse;Nombre salles de réunion;Nombre salles climatisées;Présence de l'offre sur les grands itinéraires vélo;Langue(s) parlée(s) à l'accueil;Langue(s) parlée(s) à l'accueil;Nombre personnes min pour les groupes;Nombre personnes max pour les groupes;Ouvert toute l'année: oui / non;Horaires d'ouvertures;Moyen(s) de réservation directe;Centrale de réservation en ligne?;Moyen(s) de réservation en ligne;Tarifs;Mode(s) de paiement accepté(s);localisation;Département
LE COMPTOIR PUB;Restaurant;;;1 rue Saint-Cyr;;44410;;;HERBIGNAC;44072;47.44937;-2.31751;;06 62 52 88 55;02 40 15 00 96;;stephane.paddy56@gmail.com;;;;;;;;;oui;;;Service en terrasse;;;;;;;oui;oui;;50;;01/01/2022||31/12/2022||||||||||||||17:00||23:00||||||10:30||13:30||17:00||23:30||17:00||23:00||||||17:00||01:00||||||10:30||13:30||17:00||01:00||10:30||13:30||17:00||23:30;;;;;Cartes bancaires,Espèces;47.44937, -2.31751;Loire-Atlantique
LE COSY;Restaurant;Crêperie;;22 place de l'Eglise;Saint Mathurin sur Loire;49250;;;LOIRE-AUTHION;49307;47.40925;-0.32055;;;02 44 85 13 25;;pierrejean.giudicelli@yahoo.fr;;;Facebook||https://fr-fr.facebook.com/Le-Cosy-289976301450989/;;;;;;oui;;;;40;;;;;;;;;;oui;"01/01/2022||31/12/2022||||||||||||||||||||||12:00||13:30||19:00||21:00||12:00||13:30||19:00||21:00||12:00||13:30||19:00||21:30||12:00||13:30||19:00||21:30||12:00||13:30|||| ; 01/01/2023||31/12/2023||||||||||||||||||||||12:00||13:30||19:00||21:00||12:00||13:30||19:00||21:00||12:00||13:30||19:00||21:30||12:00||13:30||19:00||21:30||12:00||13:30||||";;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.40925, -0.32055;Maine-et-Loire
LE DUPLEX;Restaurant;Brasserie;6 allée de Cambrai;;;53000;;;LAVAL;53130;48.0717608;-0.7727095;;;02.43.53.33.30;;sarl.linay@gmail.com;https://leduplexlaval.fr;;Facebook||https://www.facebook.com/pages/Le-Duplex-Laval/174167602655732;;;;;;;;;Traiteur;;2;;;;;;;;;oui;;;;;;Cartes bancaires,Espèces;48.0717608, -0.7727095;Mayenne
LE FRANÇOIS II;;Cuisine traditionnelle;;5 Place Aristide Briand;;44220;;;COUERON;44047;47.2108196;-1.7274197;;;02 40 38 32 32;;;http://www.francois2.com;;;;;Bottin Gourmand,Gault Millau,Les Tables de Nantes,Michelin;;;;;Maitres Restaurateurs;;;;;;;;;;;;;;;oui;||http://www.nantes-tourisme.com/book/105815||||||;;;47.2108196, -1.7274197;Loire-Atlantique
LE GUIERCHOIS;Restaurant;Cuisine traditionnelle;;2 Rue Principale;;72380;;;LA GUIERCHE;72147;48.1134363;0.19429957;;;02 43 27 61 14;;;;;;;;;;;;;;Service en terrasse;;;;;;;;;;;oui;||||||||||||||||07:00||20:00||||||07:00||14:00||||||07:00||20:00||||||07:00||20:00||||||||||||||||||||;M. Jarrier||02 43 27 61 14||;;;;;48.1134363, 0.19429957;Sarthe
LE KIOSQUE À PIZZA;Restaurant;Restauration rapide;;26 boulevard de la Brière;;44410;;;HERBIGNAC;44072;47.44598;-2.3163;;;02 40 42 74 36;;chatel.roland@gmail.com;;;;;;;;;;;;;;;;;;;;;;;;||||||||18:00||21:00||||||18:00||21:00||||||18:00||21:00||||||18:00||21:00||||||18:00||21:00||||||18:00||21:00||||||18:00||21:00||||;;;;;;47.44598, -2.3163;Loire-Atlantique
LE LAURIER FLEURI;;Cuisine traditionnelle;;460 route de Clisson;;44120;;;VERTOU;44215;47.18723;-1.4828009;;;02 51 79 01 01;;;http://www.lelaurierfleuri.fr;;;;;Bottin Gourmand,Gault Millau,Les Tables de Nantes,Michelin;2 cheminées,3 cocottes;;;;Logis,Maitres Restaurateurs;;;;;;;;;;;;;;;oui;||http://www.nantes-tourisme.com/book/382435||||||;;;47.18723, -1.4828009;Loire-Atlantique
LE LOGIS -  CRÊPERIE - PLANCHA;Restaurant;Crêperie;;1 place de la Psalette;Intra-muros;44350;;;GUERANDE;44069;47.32812;-2.43023;;;02 40 42 96 46;;;http://www.creperie-lelogis.fr;;;;;Le petit futé;;;oui;;;Service en terrasse,WiFi;40;;85;;;;oui;oui;;30;;"01/01/2022||31/12/2022|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 01/01/2023||31/12/2023||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";;;;Menu adulte du jour (midi en semaine)||10,80||19,50||;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.32812, -2.43023;Loire-Atlantique
LE LOTUS D'OR;Restaurant;Cuisine du Monde;;33 Place Carnot;;72600;;;MAMERS;72180;48.3508077;0.37011564;;;02 43 34 09 20;;;;;;;;;;;;;;Plats à emporter,Plats à emporter / Covid-19;;1;;;;;;;;;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;48.3508077, 0.37011564;Sarthe
LE MAIL RESTAURANT;;;;2 avenue du 11 novembre 1918;;49100;;;ANGERS;49007;47.47073;-0.54531;;;02 41 25 46 27;;;https://www.lemailrestaurant.fr/;;;;;;;;oui;;;Climatisation,Service en terrasse;;;;;;;;;;;;"01/01/2022||31/12/2022||||||||||||||09:30||01:00||||||09:30||01:00||||||09:30||01:00||||||09:30||01:00||||||09:30||01:00||||||09:30||18:30|||| ; 01/01/2023||31/12/2023||||||||||||||09:30||01:00||||||09:30||01:00||||||09:30||01:00||||||09:30||01:00||||||09:30||01:00||||||09:30||18:30||||";;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces,Tickets Restaurant,Virement;47.47073, -0.54531;Maine-et-Loire
LE MAINE;Hôtel restaurant;Cuisine traditionnelle;;17, avenue de Saumur;;72800;;;LE LUDE;72176;47.6360791;0.149941;;06 83 10 87 59;;;;https://www.hotel-du-maine.net/;;;;;;;;oui;;;Service en terrasse,WiFi;35;2;30;0;0;;oui;oui;;20;oui;01/01/2023||31/12/2023||||||||||||||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||||||19:00||21:00||||||||;MICHON||02.43.45.33.01||;;;"Menu adulte du jour (midi en semaine)||9,50||13,50|| ; Plats à la carte||10,00||18,00|| ; Menu enfant||8,00||||";Cartes bancaires,Chèques Vacances,Espèces;47.6360791, 0.149941;Sarthe
LE MARINA;Restaurant;Cuisine traditionnelle;;26 avenue des Pins;;44380;;;PORNICHET;44132;47.2467;-2.31706;;;02 40 61 02 66;;hotel.lemarina@wanadoo.fr;https://www.lemarina.fr;;;;;Le petit futé;;;oui;;;WiFi;50;;20;1;;;oui;oui;;50;;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant,Virement;47.2467, -2.31706;Loire-Atlantique
LE MERMOZ;Restaurant;Cuisine traditionnelle;;8 avenue Jean Mermoz;;44500;;;LA BAULE-ESCOUBLAC;44055;47.2893;-2.39125;;;02 40 60 31 81;;jmg.guerin@gmail.com;;;;;;;;;;;;;;;;;;;;;;;;01/01/2022||31/12/2022||||||10:00||20:00||||||10:00||20:00||||||10:00||20:00||||||10:00||20:00||||||10:00||20:00||||||||||||||||||||;;;;;Espèces;47.2893, -2.39125;Loire-Atlantique
LE MICHELANGELO;Restaurant;Pizzeria;;1 rue du Maréchal Leclerc;;44420;;;LA TURBALLE;44211;47.3482;-2.51177;;;02 40 23 78 82;;michelangelo.laturballe@gmail.com;;;;;;;;;non;;;;;;;;;;;;;;;19/05/2021||31/12/2021||Période de confinement||||12:00||13:15||18:30||21:00||12:00||13:15||18:30||21:00||12:00||13:15||18:30||21:00||12:00||13:15||18:30||21:00||12:00||13:15||18:30||21:00||12:00||13:15||18:30||21:00||12:00||13:15||18:30||21:00;;;;;Cartes bancaires,Chèques Vacances,Espèces,Tickets Restaurant;47.3482, -2.51177;Loire-Atlantique
LE MOULIN DE COUPEAU;Restaurant;Cuisine traditionnelle;Rue Jean Cottereau;Base de Loisirs de Coupeau;;53940;;;SAINT-BERTHEVIN;53201;48.0635873;-0.8337348;;;02.43.26.28.06;;glm53@orange.fr;http://www.restaurant-lemoulindecoupeau-stberthevin.fr/;;;;;;;;oui;;;Service en terrasse;70;2;60;0;;;;;;;oui;;;;;"Menu adulte du jour (midi en semaine)||||||• 14,50€ : entrée - plat - dessert (hors boissons) 11,50€ : entrée - plat ou plat - dessert Valable du mardi au vendredi midi (du lundi au vendredi midi en saison);";Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;48.0635873, -0.8337348;Mayenne
LE MULON DE SAINTE-ANNE;Restaurant;Brasserie;;10 faubourg Sainte Anne;;44350;;;GUERANDE;44069;47.33142;-2.42899;;;02 40 62 01 91;02 40 62 01 91;ludovic.bertho0717@orange.fr;;;;;;;;;;;;Service en terrasse;;;;;;;;;;;;;;;;;;47.33142, -2.42899;Loire-Atlantique
LE N°6;Restaurant;Cuisine traditionnelle;;6 place du commando;;44600;;;SAINT-NAZAIRE;44184;47.2719403;-2.2053099;"Transport en commun||Ligne U4 - Arrêt : Petit Maroc||0,25 ; Transport en commun||Ligne U2 - Arrêt : Ruban bleu||0,35 ; Transport en commun||Ligne U3 - Arrêt : Maudes||0,5 ; Gare SNCF||||2";;09 83 89 14 91;;;;;Facebook||https://www.facebook.com/Restaurant-le-Num%C3%A9ro-6-104897091254669/;;;;;;;;;Service en terrasse;;;;;;;;;;;oui;01/01/2023||31/12/2023||Ouvert du mardi au samedi||Fermé le dimanche et lundi||||||||||12:00||13:30||19:15||21:10||12:00||13:30||19:15||21:10||12:00||13:30||19:15||21:10||12:00||13:30||19:15||21:10||12:00||13:30||19:15||21:10||||||||;||09 83 89 14 91||;;;Menu adulte du jour (midi en semaine)||20,90||26,90||;Cartes bancaires,Espèces;47.2719403, -2.2053099;Loire-Atlantique
LE PANORAMA;Restaurant;Cuisine traditionnelle;ZA le Forêt;;;44140;;;LE BIGNON;44014;47.11877;-1.49595;;;02 40 26 19 09;;contact@lepanorama.fr;www.lepanorama.fr;;Facebook||https://www.facebook.com/Panorama.Restaurant.Dansant.Animation/;;;;;;;;;Séminaire,Service en terrasse,Traiteur;;;;;;;oui;oui;;;oui;01/01/2023||31/12/2023||Ouvert du lundi au vendredi le midi et le samedi soir sur résevation||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;Accueil||02 40 26 19 09||contact@lepanorama.fr;;;;;47.11877, -1.49595;Loire-Atlantique
LE PELICAN;Restaurant;Restaurant gastronomique - cuisine raffinée;13 Place Georges Gaudet;;;44140;;;GENESTON;44223;47.05619;-1.51305;Aéroport/aérodrome||||15;;02 40 04 77 88;;contact@restaurantlepelican.fr;http://www.restaurantlepelican.fr/;;Facebook||https://www.facebook.com/restaurantlepelican/;;;Bottin Gourmand,Gault Millau,Le petit futé,Les Tables de Nantes,Michelin;;;;;Maitres Restaurateurs;Plats à emporter,Séminaire,Traiteur;45;2;;;2;;oui;oui;;50;oui;01/01/2023||31/12/2023||Ouvert du mardi au samedi les midis et soirs ||Fermé le dimanche et lundi ||||||||||||||||||||||||||||||||||||||||||||||||||||||||;Olivier GUENOUN ||02 40 04 77 88||contact@restaurantlepelican.fr;oui;||http://www.restaurantlepelican.fr/reservation/||||||;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Tickets Restaurant;47.05619, -1.51305;Loire-Atlantique
LE PETIT GRUMEAU;Restaurant;Crêperie;7, rue Carnot;;;72400;;;LA FERTE-BERNARD;72132;48.1856711;0.65377154;;;02 43 71 55 55;;bastard@gmail.com;https://lepetitgrumeau.site-solocal.com/;;;;;;;;;;;;40;;22;;;;;;;;oui;||||||||||||||||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||12:00||14:00||||||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||||||||;||02 43 71 55 55||;;;;Chèques bancaires et postaux;48.1856711, 0.65377154;Sarthe
LE PETIT MOUSSE'TAPHA;Restaurant;;;12 quai Saint-Paul;;44420;;;LA TURBALLE;44211;47.34881;-2.51291;;06 09 68 80 60;02 49 52 41 86;;;http://www.ptitmousse.net;;;;;;;;;;;Service en terrasse;;;;;;;;;;;;01/01/2021||31/12/2021||Fermé le dimanche soir||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;47.34881, -2.51291;Loire-Atlantique
LE PHYSALIS;Restaurant;Cuisine traditionnelle;;23 boulevard Victor Hugo;;44600;;;SAINT-NAZAIRE;44184;47.2786991;-2.2171295;"Gare SNCF||||1 ; Transport en commun||Ligne U4. Arrêt: Médiathèque||0,1";;02 40 88 90 87;;restophysalis@orange.fr;;;;;;Le petit futé;;;oui;;;Plats à emporter,Plats à emporter / Covid-19,Service en terrasse;42;;12;;;;oui;oui;;30;non;01/01/2023||31/12/2023||Ouvert le lundi midi, mardi midi, jeudi midi, vendredi midi et soir, samedi midi et soir & dimanche midi||Fermé le mercredi et tous les soirs du dimanche au jeudi||11:45||14:00||||||11:45||14:00||||||||||||||11:45||14:00||||||11:45||14:00||19:00||21:30||11:45||14:00||19:00||21:30||11:45||14:00||||;||02 40 88 90 87||;;;"Menu adulte du jour (midi en semaine)||11,00||18,00|| ; Menu adulte soir et week-end||28,00||32,50|| ; Menu enfant||9,50||||";Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Tickets Restaurant;47.2786991, -2.2171295;Loire-Atlantique
LE PISSOT DE VOUVRAY;Restaurant;Cuisine traditionnelle;;12, place Arsène Baussant;Vouvray sur Loir;72500;;;MONTVAL-SUR-LOIR;72071;47.6960283;0.46293383;"Route (nationale/départ.)||||2 ; Autoroute||||6 ; Gare SNCF||||2";;02.43.44.87.54;;;http://lepissot.over-blog.com;;;;;;;;oui;;;Banquet,Séminaire;50;1;;1;0;;oui;oui;;30;oui;01/01/2023||31/12/2023||||||||||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||||||||||||;LABBE||02 43 44 87 54||;;;Menu adulte du jour (midi en semaine)||12,00||15,00||;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.6960283, 0.46293383;Sarthe
LE PONCEAU;Restaurant;Bistrot / bar à vin;3 route de Cossé-le-Vivien;;;53000;;;LAVAL;53130;48.061536;-0.7813794;;;02.43.02.90.72;;le.ponceau@orange.fr;;;;;;;;;;;;WiFi;40;1;12;;;;;;;;oui;;;;;;;48.061536, -0.7813794;Mayenne
LE POULET BICYCLETTE;Restaurant;;;39 rue Jules Guitton;;49100;;;ANGERS;49007;47.47356;-0.54649;;;02 41 34 83 45;;lepouletbicyclette@hotmail.com;;;Facebook||https://fr-fr.facebook.com/restaurantlepouletbicyclette/;;;;;;;;;;;;;;;;;;;;;01/01/2023||31/12/2023||||||||||||||12:00||14:30||19:00||22:30||12:00||14:30||19:00||22:30||12:00||14:30||19:00||22:30||12:00||14:30||19:00||22:30||19:00||22:30||||||||||||;;;;;;47.47356, -0.54649;Maine-et-Loire
LE PUNJAB;Restaurant;;;277 avenue de Lattre de Tassigny;;44500;;;LA BAULE-ESCOUBLAC;44055;47.28635;-2.39442;;;02 40 23 11 46;;lepunjab@hotmail.fr;;;;;;;;;oui;;;;65;;;;;;oui;oui;;65;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces,Tickets Restaurant;47.28635, -2.39442;Loire-Atlantique
LE RANDONNEUR;Restaurant;Cuisine traditionnelle;;Le Grand Gué;;72130;;;MONTREUIL-LE-CHETIF;72209;48.2282177;-0.0573527;"Autoroute||A28 sortie 20 rouessé fontaine||12 ; Gare SNCF||Sillé le Guillaume||6 ; Route (nationale/départ.)||D310||0";;02 43 33 39 90;02 43 33 39 90;r.randonneur@gmail.com;;;Facebook||https://www.facebook.com/resto.lerandonneur?fref=ts;;;;;;oui;chiens sous la responsabilité des propriétaires.;Tables et Auberges de France;Banquet,Séminaire,Traiteur,WiFi;100;1;0;0;1;;oui;oui;;100;oui;;ROCH||02 43 33 39 90||r.randonneur@gmail.com;;;;Cartes bancaires,Chèques bancaires et postaux,Tickets Restaurant;48.2282177, -0.0573527;Sarthe
LE RELAIS DE LA 23;Hôtel restaurant;Cuisine traditionnelle;;Les Grandes Rivettes - Route de Montjean;;49123;;;CHAMPTOCE-SUR-LOIRE;49068;47.4091457;-0.8477865;"Route (nationale/départ.)||D723||0,1 ; Autoroute||A11, sortie n°19||7 ; Aéroport/aérodrome||Angers Marcé||35 ; Gare SNCF||||1 ; Gare routière||||1";;02.41.39.96.46;;relaisdela23@wanadoo.fr;;;;;;;;;oui;petits;;Banquet,Séminaire;100;2;;;1;;oui;oui;;100;oui;||||Ouvert tous les jours de 8h à 16h.||Fermé pendant les vacances d'hiver et les 3 premières semaines en août.||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Tickets Restaurant;47.4091457, -0.8477865;Maine-et-Loire
LE RELAIS DE LA LOIRE;Restaurant;Cuisine traditionnelle;;32 rue Thiers;;49290;;;CHALONNES-SUR-LOIRE;49063;47.356571;-0.770962;"Route (nationale/départ.)||D751||0 ; Autoroute||A11, sortie n°19||12 ; Aéroport/aérodrome||Angers Marcé||35 ; Gare SNCF||||3 ; Gare routière||||0,5";;02 41 68 46 59;;;;;;;;;;;oui;;;Banquet,Climatisation;100;2;30;;1;;oui;oui;10;80;oui;;||02 41 68 46 59||;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.356571, -0.770962;Maine-et-Loire
LE RELAIS DES POTIERS;;Cuisine traditionnelle;;15 Rue Louis Tuilans;;72110;;;PREVELLES;72246;48.1525304;0.48373046;;;09 79 30 27 64;;lerelaisdespotiers@gmail.com;;;;;;;;;;;;;;;;;;;;;;;;||||||||07:30||19:00||||||07:30||19:00||||||07:30||19:00||||||07:30||19:00||||||07:30||15:00||19:00||20:30||||||||||||||||;;;;;;48.1525304, 0.48373046;Sarthe
LE RELAIS ST GEORGES;Restaurant;Cuisine traditionnelle;23 Rue du Saosnois;;;72260;;;DANGEUL;72112;48.2473545;0.25804736;"Route (nationale/départ.)||RD 300||0 ; Autoroute||A28||12 ; Gare SNCF||Vivoin||9";;02 43 34 74 96;;;;;;;;;;;oui;;;Banquet,Plats à emporter / Covid-19,Traiteur;90;3;;;;;oui;oui;15;35;;;TISON||02 43 34 74 96||lerelaissaintgeorges@lerelaissaintgeorges.fr;;;;;48.2473545, 0.25804736;Sarthe
LE RESTAURANT - IBIS;Hôtel restaurant;Restaurant gastronomique - cuisine raffinée;;1, rue Lavoisier;;44119;;;TREILLIERES;44209;47.2781087;-1.595283;Transport en commun||LIGNE LILA PREMIER||0,5;;02 40 72 87 88;02 40 72 85 07;h1833@accor.com;http://www.ibishotel.com/1833;;Facebook||https://www.facebook.com/H%C3%B4tel-Ibis-Nantes-Treilli%C3%A8res-325097667519203/;;;;;;oui;;;Service en terrasse,WiFi;70;1;25;1;1;;oui;oui;10;60;oui;;||02 40 72 87 88||h1833@accor.com;non;||||||02 40 72 87 88||h1833@accor.com;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Tickets Restaurant;47.2781087, -1.595283;Loire-Atlantique
LE RESTAURANT DU VINGT-QUATRE;Restaurant;Brasserie;;;;72100;;;LE MANS;72181;47.9909521;0.1971772;;06 12 52 14 56;;;les2bistrots@gmail.com;https://lerestaurantduvingtquatre.fr;;"Facebook||https://www.facebook.com/Le-restaurant-du-Vingt-Quatre-100339464793635/ ; Tripadvisor||https://www.tripadvisor.fr/Restaurant_Review-g187195-d19612305-Reviews-Le_restaurant_du_Vingt_Quatre-Le_Mans_Sarthe_Pays_de_la_Loire.html ; Google+||https://lerestaurantduvingtquatre.com";;;Gault Millau;;;oui;;;Banquet,Climatisation,Livraison à domicile / Covid-19,Plats à emporter,Plats à emporter / Covid-19,Séminaire,Service en terrasse,Traiteur,WiFi;250;3;80;1;3;;oui;oui;1;200;oui;;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces,Tickets Restaurant;47.9909521, 0.1971772;Sarthe
LE ROZ'O;Restaurant;Cuisine traditionnelle;;14 rue Guy Moquet;;44720;;;SAINT-JOACHIM;44168;47.3798695;-2.1993009;Transport en commun||Ligne T3 - Arrêt : Saint-Joachim Centre||0,5;;02 28 54 25 97;;le-roz-o@orange.fr;;;Facebook||https://www.facebook.com/RestaurantLeRozO;;;;;;;;;Plats à emporter / Covid-19,Service en terrasse,WiFi;44;2;40;;;;;;;;oui;25/01/2023||31/12/2023||Ouvert du mercredi midi au dimanche midi||Fermé le lundi, le mardi et le dimanche soir||||||||||||||||||12:00||13:30||19:00||21:30||12:00||13:30||19:00||21:30||12:00||13:30||19:00||21:30||12:00||13:30||19:00||21:30||12:00||14:00||||;||02 28 54 25 97||;;;"Plats à la carte||12,00|||| ; Menu adulte du jour (midi en semaine)||15,00||19,00|| ; Menu adulte soir et week-end||29,00|||| ; Menu enfant||13,50||||";Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.3798695, -2.1993009;Loire-Atlantique
LE SAINT-ALYS;Restaurant;Cuisine traditionnelle;;3 quai Hervé Rielle;;44490;;;LE CROISIC;44049;47.29253;-2.5088;;;02 40 23 58 40;;jouanpascal@free.fr;;;;;;Le petit futé,Michelin;;;non;;Labellisé Restaurateurs de France;;18;;;;;;;;;;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.29253, -2.5088;Loire-Atlantique
LE SAINT-DENIS;Restaurant;Brasserie;;121 rue de Trignac;Méan Penhoët;44600;;;SAINT-NAZAIRE;44184;47.2965705;-2.1886026;Transport en commun||Ligne Hélyce - Arrêt Méan||0,4;;02 40 90 32 13;;;;;;;;;;;oui;;;Plats à emporter;90;;40;;;;oui;oui;;40;;;Melle STAL||02 40 90 32 13||;;;;Cartes bancaires,Chèques bancaires et postaux,Tickets Restaurant;47.2965705, -2.1886026;Loire-Atlantique
LE T.BONE;Restaurant;Cuisine traditionnelle;;4 place Mauperthuis;;44510;;;LE POULIGUEN;44135;47.27796;-2.43004;;;02 40 62 23 66;;tbone.armm@gmail.com;;;;;;Le petit futé;;;;;;;40;;15;;;;;;;;;01/01/2022||31/12/2022||||||12:30||14:00||19:00||22:00||12:30||14:00||19:00||22:00||12:30||14:00||||||19:00||22:00||||||12:30||14:00||19:00||22:00||12:30||14:00||19:00||22:00||12:30||14:00||19:00||22:00;;;;;;47.27796, -2.43004;Loire-Atlantique
LE TEMPO;Restaurant;Pizzeria;;19 bis Rue de l'Hôtel de Ville;;44310;;;SAINT-PHILBERT-DE-GRAND-LIEU;44188;47.03795;-1.64166;;;02 40 78 80 89;;amelieperroud@live.fr;http://le-tempo.business.site/;;Facebook||https://www.facebook.com/www.LeTempo44310/;;;;;;;;;Plats à emporter;;;;;;;oui;oui;;;non;01/01/2023||31/12/2023||Ouvert du lundi au vendredi midi et soir / samedi et dimanche le soir. ||Fermé le mercredi ||||||||||||||||||||||||||||||||||||||||||||||||||||||||;Réservation||02 40 78 80 89||;;;;;47.03795, -1.64166;Loire-Atlantique
LE TRANSAT;;Restaurant gastronomique - cuisine raffinée;;6 quai du 11 Novembre 1918;;44210;;;PORNIC;44131;47.11539;-2.09934;;;02 40 21 35 73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.11539, -2.09934;Loire-Atlantique
LE VERCOQUIN;Restaurant;;;10 Rue de Kéroman;;44420;;;PIRIAC-SUR-MER;44125;47.37984;-2.54651;;06 61 95 80 05;09 54 46 62 53;;vercoquin2001@gmail.com;http://www.levercoquin-piriac.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;Chèques bancaires et postaux,Espèces;47.37984, -2.54651;Loire-Atlantique
LE VISTAMBOIR;Restaurant;;;3, Rue de la Briquerie;;44350;;;GUERANDE;44069;47.32457;-2.41115;;;02 40 91 96 89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.32457, -2.41115;Loire-Atlantique
LE VULCANO;Restaurant;Pizzeria;;6, rue d'Orée;;72800;;;LE LUDE;72176;47.6464071;0.157641;;;02 43 94 76 15;;levulcano@orange.fr;http://levulcano.com;;;;;Le petit futé;;;oui;;;Plats à emporter,Plats à emporter / Covid-19,Service en terrasse;55;1;44;;;;oui;oui;;25;oui;01/01/2023||31/12/2023||||||||||||||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||||||||;TESSIER||02.43.94.76.15||;;;"Menu adulte du jour (midi en semaine)||10,50||12,50|| ; Menu adulte soir et week-end||21,00|||| ; Menu enfant||8,20||||";Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant,Virement;47.6464071, 0.157641;Sarthe
LES COMPTOIRS D'ALICE;Restaurant;;;23 Boulevard Louis Armand;;53940;;;SAINT-BERTHEVIN;53201;48.06572;-0.81394;;;;;;;;;;;;;;oui;;;Bon cadeau,Climatisation,Plats à emporter,Séminaire,Service en terrasse,Traiteur,WiFi;180;3;60;1;3;;oui;oui;;;;;;;;Menu adulte du jour (midi en semaine)||12,90||||;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Chèques Vacances Connect,Espèces,Tickets Restaurant,Virement;48.06572, -0.81394;Mayenne
LES DÉLICES DE BOSQUET;Restaurant;Restauration rapide;;36 Rue Léon Loiseau;;72500;;;MONTVAL-SUR-LOIR;72071;47.69377;0.41894;;06 50 24 36 33;02 43 46 12 72;;;;;;;;;;;;;;;80;1;20;;;;;;;;;;;;;;;47.69377, 0.41894;Sarthe
LES JARDINS DE JULIETTE;Restaurant;;;2 avenue des Bleuets;;44380;;;PORNICHET;44132;47.24443;-2.31651;;;02 40 11 22 00;;kerjuliette@hmc-hotels.com;http://www.hotel-kerjuliette-bretagne.com;;;;;;;;non;;;WiFi;250;;30;10;;;oui;oui;;250;;01/04/2021||30/09/2021||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.24443, -2.31651;Loire-Atlantique
LES MARMITES DE CÉLINE;Restaurant;Cuisine traditionnelle;;27, rue Basse;;72160;;;THORIGNE-SUR-DUE;72358;48.042023;0.53694192;;;02 43 82 16 23;;lesmarmitesdeceline@gmail.com;;;;;;;;;;;;;50;1;;;;;oui;oui;;50;oui;;Boulay Céline||02 43 82 16 23||lesmarmitesdeceline@gmail.com;;;;Cartes bancaires,Chèques bancaires et postaux;48.042023, 0.53694192;Sarthe
